,Tax Roll,Property Address,Sale Price,Time-adjusted Sale Price,2020_assessed_value_CAD,Title Transfer Date,Community,Property,Structure,Total Floor Area (sq.ft),Year Built,legal_desc,land_use,classifications,parcel_area (m2),year_built,finished_below_grade,garage,deck,veranda,fireplace,walkout_basement,lat,lon
4943,112700,30 RIDGEBROOK DR SW,318000,303800,278000,07/07/2016,Ridgegate,Single Family,Bi-Level,884,1982,Plan: 8111923 Block/Unit: 7 Lot: 8,R1 Single Detached Residential District,Single Family Dwelling,447,1982,Yes,Yes,Yes,No,Yes,No,51.2841442,-114.016815
4944,160800,36 RIDEAU CL SW,310000,296200,313000,07/15/2016,Ridgegate,Single Family,Bungalow,1154,1983,Plan: 7911057 Block/Unit: 2 Lot: 15,R1 Single Detached Residential District,Single Family Dwelling,461,1983,Yes,None,Yes,No,Yes,No,51.284041,-114.013693
4945,146100,125 RIDGEGATE WY SW,315000,300400,292000,08/16/2016,Ridgegate,Single Family,Bungalow,1043,1982,Plan: 8111923 Block/Unit: 5 Lot: 3,R1 Single Detached Residential District,Single Family Dwelling,499,1982,Yes,None,No,Yes,None,No,51.2849571,-114.017189
4946,381200,85 RIDEAU CL SW,339500,322800,324000,07/06/2017,Ridgegate,Single Family,Bungalow,1110,1983,Plan: 7911057 Block/Unit: 3 Lot: 6,R1 Single Detached Residential District,Single Family Dwelling,510,1983,Yes,None,Yes,No,None,No,51.2835778,-114.0148285
4947,73200,17 RIDGEGATE WY SW,309500,295700,300000,03/16/2018,Ridgegate,Single Family,Bungalow,1115,1979,Plan: 7911057 Block/Unit: 2 Lot: 5,R1 Single Detached Residential District,Single Family Dwelling,465,1979,Yes,None,Yes,No,Yes,No,51.2848698,-114.0144652
4948,296100,118 RIDGEBROOK DR SW,340000,328600,294000,06/25/2018,Ridgegate,Single Family,Bi-Level,884,1982,Plan: 8111923 Block/Unit: 7 Lot: 17,R1 Single Detached Residential District,Single Family Dwelling,512,1982,Yes,Yes,Yes,No,None,No,51.2820036,-114.0152805
4949,395500,33 RIDEAU CL SW,390000,385700,377000,10/05/2018,Ridgegate,Single Family,Bungalow,1497,1981,Plan: 7911057 Block/Unit: 3 Lot: 2,R1 Single Detached Residential District,Single Family Dwelling,488,1981,Yes,Yes,Yes,No,Yes,No,51.2841177,-114.0143416
4950,842301,2161 SAGEWOOD HT SW,405000,387000,375000,07/21/2016,Sagewood,Single Family,2 Storey,1863,2006,Plan: 0610322 Block/Unit: 18 Lot: 3,R1 Single Detached Residential District,Single Family Dwelling,368,2006,Yes,Yes,Yes,Yes,Yes,No,51.2871179,-114.0455748
4951,841701,2347 SAGEWOOD GA SW,352000,336300,328000,07/29/2016,Sagewood,Single Family,2 Storey,1394,2005,Plan: 0513786 Block/Unit: 19 Lot: 71,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,342,2005,Yes,None,Yes,Yes,Yes,No,51.2860692,-114.0452275
4952,841710,450 SAGEWOOD DR SW,357000,341100,326000,07/29/2016,Sagewood,Single Family,2 Storey,1226,2005,Plan: 0513786 Block/Unit: 19 Lot: 8,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,342,2005,Yes,Yes,Yes,No,None,No,51.288454,-114.0472854
4953,842112,150 SAGEWOOD LD SW,467000,446200,460000,07/25/2016,Sagewood,Single Family,2 Storey,1863,2006,Plan: 0610322 Block/Unit: 11 Lot: 13,R1 Single Detached Residential District,Single Family Dwelling,559,2006,Yes,Yes,Yes,Yes,Yes,Yes,51.2880456,-114.0427804
4954,842268,2156 SAGEWOOD HT SW,411000,392700,366000,07/13/2016,Sagewood,Single Family,2 Storey,1407,2006,Plan: 0610322 Block/Unit: 16 Lot: 49,R1 Single Detached Residential District,Single Family Dwelling,434,2006,Yes,Yes,Yes,No,Yes,No,51.2874734,-114.0454083
4955,504358,1830 SAGEWOOD LI SW,385000,367900,345000,07/12/2016,Sagewood,Single Family,2 Storey,1437,2004,Plan: 0410873 Block/Unit: 7 Lot: 21,DC-12-A,Single Family Dwelling,342,2004,Yes,Yes,Yes,Yes,Yes,No,51.2881871,-114.0386865
4956,842107,130 SAGEWOOD LD SW,402500,384600,375000,07/12/2016,Sagewood,Single Family,2 Storey,1732,2006,Plan: 0610322 Block/Unit: 11 Lot: 8,R1 Single Detached Residential District,Single Family Dwelling,372,2006,Yes,Yes,Yes,Yes,None,No,51.2877824,-114.0435902
4957,504452,506 140 SAGEWOOD BV SW,222500,201400,195000,07/15/2016,Sagewood,Condo,2 Storey,1045,2004,Plan: 0412187 Block/Unit: 23 Lot:,R3 Low Rise Multifamily Residential District,Condominium,144,2004,None,None,None,None,None,No,51.292504,-114.040549
4958,842300,2157 SAGEWOOD HT SW,394000,375700,367000,08/18/2016,Sagewood,Single Family,2 Storey,1699,2006,Plan: 0610322 Block/Unit: 18 Lot: 2,R1 Single Detached Residential District,Single Family Dwelling,368,2006,None,Yes,Yes,No,Yes,No,51.2871798,-114.0455601
4959,840741,2053 SAGEWOOD MR SW,390000,371900,364000,08/15/2016,Sagewood,Single Family,2 Storey,1422,2005,Plan: 0414527 Block/Unit: 3 Lot: 1,DC-14,Single Family Dwelling,534,2005,Yes,Yes,Yes,Yes,Yes,No,51.2911586,-114.044436
4960,841752,366 SAGEWOOD DR SW,395000,376700,397000,08/25/2016,Sagewood,Single Family,2 Storey,1838,2005,Plan: 0513786 Block/Unit: 21 Lot: 5,R1 Single Detached Residential District,Single Family Dwelling,421,2005,Yes,Yes,Yes,Yes,Yes,No,51.2884335,-114.0441887
4961,843363,2302 140 SAGEWOOD BV SW,218500,193300,186000,08/17/2016,Sagewood,Apartment,Apartment,948,2005,Plan: 0614099 Block/Unit: 183 Lot:,R3 Low Rise Multifamily Residential District,Condominium,116,2005,None,None,Yes,No,None,No,51.2907438,-114.0415083
4962,841613,397 SAGEWOOD DR SW,357000,340400,334000,08/16/2016,Sagewood,Single Family,2 Storey,1394,2006,Plan: 0513786 Block/Unit: 16 Lot: 53,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,342,2006,None,Yes,Yes,Yes,Yes,No,51.2880344,-114.045499
4963,842318,2086 SAGEWOOD RI SW,408000,389100,375000,08/10/2016,Sagewood,Single Family,2 Storey,1863,2006,Plan: 0610322 Block/Unit: 18 Lot: 20,R1 Single Detached Residential District,Single Family Dwelling,368,2006,None,Yes,Yes,Yes,Yes,No,51.2868042,-114.0466871
4964,841774,315 SAGEWOOD PL SW,466000,444400,420000,09/16/2016,Sagewood,Single Family,Bungalow,1286,2006,Plan: 0513786 Block/Unit: 22 Lot: 26,R1 Single Detached Residential District,Single Family Dwelling,399,2006,Yes,Yes,Yes,No,Yes,Yes,51.2908911,-114.0457145
4965,842164,2033 SAGEWOOD PT SW,400000,381400,362000,09/16/2016,Sagewood,Single Family,2 Storey,1665,2006,Plan: 0610322 Block/Unit: 14 Lot: 6,R1 Single Detached Residential District,Single Family Dwelling,390,2006,None,Yes,Yes,Yes,Yes,No,51.2863866,-114.0439001
4966,845454,302 2384 SAGEWOOD GA SW,283000,257600,299000,09/21/2016,Sagewood,Condo,2 Storey,1501,2007,Plan: 0715252 Block/Unit: 11 Lot:,R2-T Townhouse Residential District,Condominium,290,2007,Yes,Yes,Yes,Yes,Yes,No,51.291834,-114.047124
4967,840752,2009 SAGEWOOD MR SW,360000,343300,328000,09/14/2016,Sagewood,Single Family,Bi-Level,975,2005,Plan: 0414527 Block/Unit: 3 Lot: 12,DC-14,Single Family Dwelling,342,2005,Yes,Yes,Yes,No,None,No,51.2911232,-114.0430029
4968,841686,2382 SAGEWOOD CR SW,362000,345200,326000,09/30/2016,Sagewood,Single Family,2 Storey,1401,2006,Plan: 0513786 Block/Unit: 19 Lot: 58,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,348,2006,Yes,None,Yes,Yes,Yes,No,51.29025,-114.047509
4969,842142,288 SAGEWOOD LD SW,405000,386200,399000,09/13/2016,Sagewood,Single Family,2 Storey,1831,2006,Plan: 0610322 Block/Unit: 13 Lot: 13,R1 Single Detached Residential District,Single Family Dwelling,397,2006,Yes,Yes,Yes,Yes,Yes,No,51.2856784,-114.0420868
4970,842231,2304 SAGEWOOD HT SW,430000,410000,413000,09/07/2016,Sagewood,Single Family,2 Storey,2177,2007,Plan: 0610322 Block/Unit: 16 Lot: 12,R1 Single Detached Residential District,Single Family Dwelling,368,2007,None,Yes,Yes,Yes,Yes,No,51.2856655,-114.0470304
4971,504224,211 SAGEWOOD BV SW,500000,476800,472000,09/13/2016,Sagewood,Single Family,2 Storey,2007,2004,Plan: 0410873 Block/Unit: 1 Lot: 74,DC-12-B,Single Family Dwelling,375,2004,Yes,Yes,Yes,No,Yes,Yes,51.2890799,-114.0428157
4972,841621,433 SAGEWOOD DR SW,367500,354200,336000,10/21/2016,Sagewood,Single Family,2 Storey,1256,2006,Plan: 0513786 Block/Unit: 16 Lot: 62,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,342,2006,Yes,Yes,Yes,Yes,Yes,No,51.2880375,-114.0466789
4973,842179,261 SAGEWOOD LD SW,395000,380700,376000,10/14/2016,Sagewood,Single Family,2 Storey,1761,2006,Plan: 0610322 Block/Unit: 14 Lot: 21,R1 Single Detached Residential District,Single Family Dwelling,453,2006,None,Yes,Yes,No,Yes,No,51.2860189,-114.0421181
4974,842280,2091 SAGEWOOD RI SW,415000,399900,394000,10/26/2016,Sagewood,Single Family,2 Storey,2039,2007,Plan: 0610322 Block/Unit: 17 Lot: 11,R1 Single Detached Residential District,Single Family Dwelling,368,2007,None,Yes,Yes,No,Yes,No,51.2863929,-114.0468489
4975,841669,2448 SAGEWOOD CR SW,372000,358500,357000,10/26/2016,Sagewood,Single Family,Split Level (no crawl),1044,2006,Plan: 0513786 Block/Unit: 19 Lot: 42,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,494,2006,None,Yes,Yes,Yes,Yes,No,51.2889042,-114.0476804
4976,845496,1205 2384 SAGEWOOD GA SW,245000,219000,226000,10/25/2016,Sagewood,Condo,2 Storey,1345,2007,Plan: 0715252 Block/Unit: 53 Lot:,R2-T Townhouse Residential District,Condominium,101,2007,None,None,No,Yes,None,No,51.2911917,-114.0482002
4977,504361,1842 SAGEWOOD LI SW,342500,330100,297000,10/01/2016,Sagewood,Single Family,Bi-Level,934,2004,Plan: 0410873 Block/Unit: 7 Lot: 24,DC-12-A,Single Family Dwelling,342,2004,Yes,None,Yes,Yes,None,No,51.2882376,-114.0391074
4978,842119,178 SAGEWOOD LD SW,444000,422600,414000,11/19/2016,Sagewood,Single Family,2 Storey,2237,2006,Plan: 0610322 Block/Unit: 11 Lot: 20,R1 Single Detached Residential District,Single Family Dwelling,462,2006,None,Yes,Yes,Yes,Yes,No,51.2875003,-114.0426897
4979,504252,271 SAGEWOOD DR SW,410000,390200,425000,11/16/2016,Sagewood,Single Family,2 Storey,1665,2004,Plan: 0410873 Block/Unit: 6 Lot: 7,DC-12-B,Single Family Dwelling,374,2004,Yes,Yes,Yes,Yes,Yes,Yes,51.2887582,-114.0411984
4980,504287,218 SAGEWOOD GV SW,519900,494800,448000,11/14/2016,Sagewood,Single Family,2 Storey,1866,2004,Plan: 0410873 Block/Unit: 6 Lot: 42,DC-12-C,Single Family Dwelling,426,2004,Yes,Yes,Yes,No,Yes,Yes,51.2891658,-114.0388748
4981,842181,299 SAGEWOOD LD SW,420000,399700,414000,11/29/2016,Sagewood,Single Family,2 Storey,1863,2007,Plan: 0610322 Block/Unit: 14 Lot: 23,R1 Single Detached Residential District,Single Family Dwelling,476,2007,Yes,Yes,Yes,No,Yes,No,51.2860897,-114.0426317
4982,840747,2029 SAGEWOOD MR SW,370000,354200,327000,12/07/2016,Sagewood,Single Family,Bi-Level,931,2005,Plan: 0414527 Block/Unit: 3 Lot: 7,DC-14,Single Family Dwelling,342,2005,Yes,Yes,Yes,No,None,No,51.2911901,-114.0437393
4983,842252,2220 SAGEWOOD HT SW,410000,392500,376000,12/01/2016,Sagewood,Single Family,2 Storey,1863,2006,Plan: 0610322 Block/Unit: 16 Lot: 33,R1 Single Detached Residential District,Single Family Dwelling,424,2006,None,Yes,No,Yes,Yes,No,51.2873357,-114.0481182
4984,842071,1703 140 SAGEWOOD BV SW,215000,197200,198000,12/19/2016,Sagewood,Condo,2 Storey,1045,2005,Plan: 0514229 Block/Unit: 122 Lot:,R3 Low Rise Multifamily Residential District,Condominium,145,2005,None,None,No,Yes,None,No,51.2904464,-114.0419724
4985,842189,331 SAGEWOOD LD SW,350000,338300,371000,01/30/2017,Sagewood,Single Family,2 Storey,1471,2007,Plan: 0610322 Block/Unit: 14 Lot: 31,R1 Single Detached Residential District,Single Family Dwelling,368,2007,Yes,Yes,Yes,Yes,None,Yes,51.2860632,-114.043909
4986,504319,372 SAGEWOOD PA SW,342500,331100,342000,01/23/2017,Sagewood,Single Family,Split Level (with crawl),1012,2005,Plan: 0410873 Block/Unit: 6 Lot: 73,DC-12-A,Single Family Dwelling,348,2005,Yes,Yes,No,Yes,Yes,No,51.2872673,-114.0373019
4987,845486,1003 2384 SAGEWOOD GA SW,242500,218000,224000,01/10/2017,Sagewood,Condo,2 Storey,1322,2007,Plan: 0715252 Block/Unit: 42 Lot:,R2-T Townhouse Residential District,Condominium,122,2007,None,None,No,Yes,None,No,51.2916148,-114.047854
4988,841583,703 140 SAGEWOOD BV SW,186000,167800,181000,01/04/2017,Sagewood,Apartment,Apartment,948,2005,Plan: 0513210 Block/Unit: 82 Lot:,R3 Low Rise Multifamily Residential District,Condominium,90,2005,None,None,Yes,No,None,No,51.2918817,-114.0413652
4989,840550,401 140 SAGEWOOD BV SW,192500,177500,177000,02/27/2017,Sagewood,Condo,Bungalow,895,2004,Plan: 0413936 Block/Unit: 37 Lot:,R3 Low Rise Multifamily Residential District,Condominium,178,2004,None,None,None,None,None,No,51.2917214,-114.042107
4990,841735,2363 SAGEWOOD CR SW,387500,370300,350000,03/13/2017,Sagewood,Single Family,2 Storey,1422,2005,Plan: 0513786 Block/Unit: 20 Lot: 26,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,384,2005,Yes,Yes,Yes,Yes,None,No,51.2898837,-114.0467019
4991,842322,2070 SAGEWOOD RI SW,445000,425200,405000,03/09/2017,Sagewood,Single Family,2 Storey,2007,2006,Plan: 0610322 Block/Unit: 18 Lot: 24,R1 Single Detached Residential District,Single Family Dwelling,368,2006,Yes,Yes,Yes,Yes,Yes,No,51.286848,-114.0463571
4992,841736,2367 SAGEWOOD CR SW,349000,334000,343000,04/22/2017,Sagewood,Single Family,Bungalow,934,2006,Plan: 0513786 Block/Unit: 20 Lot: 27,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,372,2006,Yes,Yes,Yes,Yes,Yes,No,51.2898778,-114.046915
4993,842198,113 SAGEWOOD LD SW,435000,416300,400000,04/11/2017,Sagewood,Single Family,2 Storey,1943,2006,Plan: 0610322 Block/Unit: 15 Lot: 4,R1 Single Detached Residential District,Single Family Dwelling,470,2006,None,Yes,Yes,Yes,Yes,No,51.2871515,-114.0441868
4994,845464,504 2384 SAGEWOOD GA SW,298900,277100,281000,04/18/2017,Sagewood,Condo,2 Storey,1501,2007,Plan: 0715252 Block/Unit: 21 Lot:,R2-T Townhouse Residential District,Condominium,280,2007,None,Yes,Yes,Yes,Yes,No,51.292629,-114.0477139
4995,841800,399 SAGEWOOD PL SW,435000,416300,413000,04/19/2017,Sagewood,Single Family,2 Storey,1665,2005,Plan: 0513786 Block/Unit: 22 Lot: 5,R1 Single Detached Residential District,Single Family Dwelling,661,2005,Yes,Yes,Yes,Yes,Yes,Yes,51.2889577,-114.0441745
4996,841582,702 140 SAGEWOOD BV SW,190000,173100,181000,04/19/2017,Sagewood,Apartment,Apartment,953,2005,Plan: 0513210 Block/Unit: 83 Lot:,R3 Low Rise Multifamily Residential District,Condominium,90,2005,None,None,Yes,No,None,No,51.2918817,-114.0414174
4997,840555,406 140 SAGEWOOD BV SW,159825,145600,148000,04/19/2017,Sagewood,Apartment,Apartment,722,2004,Plan: 0413936 Block/Unit: 42 Lot:,R3 Low Rise Multifamily Residential District,Condominium,86,2004,None,None,Yes,No,None,No,51.2917214,-114.042107
4998,504315,108 SAGEWOOD GV SW,334900,320500,307000,05/16/2017,Sagewood,Single Family,2 Storey,1218,2004,Plan: 0410873 Block/Unit: 6 Lot: 69,DC-12-A,Single Family Dwelling,349,2004,None,Yes,Yes,Yes,None,No,,
4999,841795,241 SAGEWOOD PL SW,397800,380700,375000,05/18/2017,Sagewood,Single Family,2 Storey,1782,2006,Plan: 0513786 Block/Unit: 22 Lot: 45,R1 Single Detached Residential District,Single Family Dwelling,381,2006,None,Yes,Yes,Yes,Yes,No,51.2921565,-114.0468292
5000,504323,356 SAGEWOOD PA SW,379000,362700,359000,05/31/2017,Sagewood,Single Family,2 Storey,1544,2004,Plan: 0410873 Block/Unit: 6 Lot: 77,DC-12-A,Single Family Dwelling,347,2004,Yes,Yes,Yes,Yes,Yes,No,51.2886423,-114.0437803
5001,842243,2256 SAGEWOOD HT SW,432500,413900,402000,05/11/2017,Sagewood,Single Family,2 Storey,1858,2006,Plan: 0610322 Block/Unit: 16 Lot: 24,R1 Single Detached Residential District,Single Family Dwelling,403,2006,Yes,Yes,Yes,Yes,Yes,No,51.2864266,-114.0480225
5002,842108,134 SAGEWOOD LD SW,418000,400000,375000,05/04/2017,Sagewood,Single Family,2 Storey,1616,2006,Plan: 0610322 Block/Unit: 11 Lot: 9,R1 Single Detached Residential District,Single Family Dwelling,364,2006,Yes,Yes,Yes,Yes,Yes,No,51.2878388,-114.0434865
5003,842082,1108 140 SAGEWOOD BV SW,222000,206900,206000,06/14/2017,Sagewood,Condo,2 Storey,1045,2005,Plan: 0514229 Block/Unit: 133 Lot:,R3 Low Rise Multifamily Residential District,Condominium,186,2005,None,None,None,None,None,No,51.2912987,-114.0409405
5004,504408,131 SAGEWOOD GV SW,340000,325000,325000,06/14/2017,Sagewood,Single Family,Bi-Level,1006,2004,Plan: 0410873 Block/Unit: 9 Lot: 8,DC-12-A,Single Family Dwelling,343,2004,Yes,Yes,Yes,Yes,Yes,No,51.2864723,-114.0378413
5005,842131,244 SAGEWOOD LD SW,485000,463700,476000,06/21/2017,Sagewood,Single Family,2 Storey,2100,2007,Plan: 0610322 Block/Unit: 13 Lot: 2,R1 Single Detached Residential District,Single Family Dwelling,434,2007,Yes,Yes,Yes,Yes,Yes,Yes,51.2865412,-114.0415698
5006,841751,362 SAGEWOOD DR SW,410000,392000,388000,06/22/2017,Sagewood,Single Family,2 Storey,1665,2006,Plan: 0513786 Block/Unit: 21 Lot: 4,R1 Single Detached Residential District,Single Family Dwelling,438,2006,Yes,Yes,Yes,Yes,Yes,No,51.2885575,-114.0440186
5007,841633,478 SAGEWOOD DR SW,375000,358500,386000,06/07/2017,Sagewood,Single Family,2 Storey,1606,2006,Plan: 0513786 Block/Unit: 19 Lot: 1,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,423,2006,Yes,Yes,Yes,Yes,Yes,No,51.288512,-114.048231
5008,841633,478 SAGEWOOD DR SW,375000,358500,386000,06/07/2017,Sagewood,Single Family,2 Storey,1606,2006,Plan: 0513786 Block/Unit: 19 Lot: 1,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,423,2006,Yes,Yes,Yes,Yes,Yes,No,51.288512,-114.048231
5009,841633,478 SAGEWOOD DR SW,375000,358500,386000,06/07/2017,Sagewood,Single Family,2 Storey,1606,2006,Plan: 0513786 Block/Unit: 19 Lot: 1,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,423,2006,Yes,Yes,Yes,Yes,Yes,No,51.288512,-114.048231
5010,841633,478 SAGEWOOD DR SW,375000,358500,386000,06/07/2017,Sagewood,Single Family,2 Storey,1606,2006,Plan: 0513786 Block/Unit: 19 Lot: 1,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,423,2006,Yes,Yes,Yes,Yes,Yes,No,51.288512,-114.048231
5011,841633,478 SAGEWOOD DR SW,368000,369300,386000,06/24/2019,Sagewood,Single Family,2 Storey,1606,2006,Plan: 0513786 Block/Unit: 19 Lot: 1,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,423,2006,Yes,Yes,Yes,Yes,Yes,No,51.288512,-114.048231
5012,841633,478 SAGEWOOD DR SW,368000,369300,386000,06/24/2019,Sagewood,Single Family,2 Storey,1606,2006,Plan: 0513786 Block/Unit: 19 Lot: 1,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,423,2006,Yes,Yes,Yes,Yes,Yes,No,51.288512,-114.048231
5013,841633,478 SAGEWOOD DR SW,368000,369300,386000,06/24/2019,Sagewood,Single Family,2 Storey,1606,2006,Plan: 0513786 Block/Unit: 19 Lot: 1,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,423,2006,Yes,Yes,Yes,Yes,Yes,No,51.288512,-114.048231
5014,841633,478 SAGEWOOD DR SW,368000,369300,386000,06/24/2019,Sagewood,Single Family,2 Storey,1606,2006,Plan: 0513786 Block/Unit: 19 Lot: 1,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,423,2006,Yes,Yes,Yes,Yes,Yes,No,51.288512,-114.048231
5015,840728,394 SAGEWOOD GD SW,398000,380500,370000,06/06/2017,Sagewood,Single Family,2 Storey,1407,2005,Plan: 0414527 Block/Unit: 1 Lot: 61,R1 Single Detached Residential District,Single Family Dwelling,367,2005,Yes,Yes,Yes,No,Yes,Yes,51.2903208,-114.0428997
5016,841660,2480 SAGEWOOD CR SW,362500,346600,316000,06/01/2017,Sagewood,Single Family,2 Storey,1212,2006,Plan: 0513786 Block/Unit: 19 Lot: 34,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,342,2006,Yes,Yes,None,None,Yes,No,51.2889599,-114.0465573
5017,504355,1818 SAGEWOOD LI SW,369700,353400,326000,06/01/2017,Sagewood,Single Family,2 Storey,1422,2004,Plan: 0410873 Block/Unit: 7 Lot: 18,DC-12-A,Single Family Dwelling,342,2004,None,Yes,Yes,Yes,Yes,No,51.2881746,-114.0383228
5018,504396,433 SAGEWOOD PA SW,350000,334600,290000,06/01/2017,Sagewood,Single Family,Bi-Level,934,2004,Plan: 0410873 Block/Unit: 8 Lot: 30,DC-12-A,Single Family Dwelling,342,2004,Yes,None,Yes,Yes,None,No,51.2880375,-114.0466789
5019,842222,2340 SAGEWOOD HT SW,447500,427800,399000,06/13/2017,Sagewood,Single Family,2 Storey,1789,2007,Plan: 0610322 Block/Unit: 16 Lot: 3,R1 Single Detached Residential District,Single Family Dwelling,368,2007,Yes,Yes,Yes,Yes,Yes,No,51.2856621,-114.0455732
5020,504257,251 SAGEWOOD DR SW,408000,387900,369000,07/27/2017,Sagewood,Single Family,2 Storey,1622,2005,Plan: 0410873 Block/Unit: 6 Lot: 12,DC-12-B,Single Family Dwelling,374,2005,Yes,Yes,Yes,No,None,No,51.2887454,-114.0403251
5021,841173,1508 140 SAGEWOOD BV SW,230000,215000,220000,07/21/2017,Sagewood,Condo,2 Storey,1055,2004,Plan: 0511345 Block/Unit: 58 Lot:,R3 Low Rise Multifamily Residential District,Condominium,182,2004,Yes,None,None,None,None,No,51.2913401,-114.0421176
5022,841173,1508 140 SAGEWOOD BV SW,230000,215000,220000,07/21/2017,Sagewood,Condo,2 Storey,1055,2004,Plan: 0511345 Block/Unit: 58 Lot:,R3 Low Rise Multifamily Residential District,Condominium,182,2004,Yes,None,None,None,None,No,51.2913401,-114.0421176
5023,841173,1508 140 SAGEWOOD BV SW,230000,215000,220000,07/21/2017,Sagewood,Condo,2 Storey,1055,2004,Plan: 0511345 Block/Unit: 58 Lot:,R3 Low Rise Multifamily Residential District,Condominium,182,2004,Yes,None,None,None,None,No,51.2913401,-114.0421176
