,Tax Roll,Property Address,Sale Price,Time-adjusted Sale Price,2020_assessed_value_CAD,Title Transfer Date,Community,Property,Structure,Total Floor Area (sq.ft),Year Built,legal_desc,land_use,classifications,parcel_area (m2),year_built,finished_below_grade,garage,deck,veranda,fireplace,walkout_basement,lat,lon
4847,845157,2064 REUNION BV NW,460000,445100,423000,12/08/2017,Reunion,Single Family,2 Storey,1908,2008,Plan: 0714778 Block/Unit: 6 Lot: 1,R1 Single Detached Residential District,Single Family Dwelling,407,2008,Yes,Yes,No,Yes,Yes,No,51.3032369,-114.0434994
4848,849432,1290 REUNION RD NW,535000,517700,479000,12/11/2017,Reunion,Single Family,2 Storey,2298,2012,Plan: 1110748 Block/Unit: 13 Lot: 23,R1 Single Detached Residential District,Single Family Dwelling,393,2012,Yes,Yes,Yes,Yes,Yes,Yes,51.3072299,-114.041662
4849,846186,24 REUNION CL NW,426000,412200,404000,12/13/2017,Reunion,Single Family,2 Storey,1855,2010,Plan: 0814670 Block/Unit: 1 Lot: 26,R1 Single Detached Residential District,Single Family Dwelling,390,2010,None,Yes,Yes,Yes,Yes,No,51.3021367,-114.0460688
4850,858077,41 REUNION CX NW,375557,363400,343000,12/13/2017,Reunion,Duplex,2 Storey,1542,2017,Plan: 1612753 Block/Unit: 23 Lot: 1,R2 Low Density Residential District,Duplex,310,2017,None,Yes,Yes,Yes,None,No,51.3030758,-114.0433037
4851,848160,2391 REUNION ST NW,375000,355400,342000,12/22/2017,Reunion,Townhouse,2 Storey,1438,2012,Plan: 0915200 Block/Unit: 1 Lot: 116,R2-T Townhouse Residential District,Freehold Townhouse,351,2012,Yes,Yes,Yes,Yes,None,Yes,51.3045145,-114.0479305
4852,853247,163 REUNION GR NW,520000,501400,494000,01/17/2018,Reunion,Single Family,Bungalow,1347,2014,Plan: 1312737 Block/Unit: 20 Lot: 64,R1 Single Detached Residential District,Single Family Dwelling,385,2014,Yes,Yes,Yes,Yes,Yes,No,51.3065258,-114.0480509
4853,858115,136 REUNION LP NW,355000,342300,330000,01/15/2018,Reunion,Duplex,2 Storey,1320,2017,Plan: 1612753 Block/Unit: 21 Lot: 36,R2 Low Density Residential District,Duplex,235,2017,Yes,Yes,Yes,Yes,None,No,51.3006288,-114.0443483
4854,849391,163 REUNION GV NW,385000,371200,410000,01/23/2018,Reunion,Single Family,2 Storey,1872,2013,Plan: 1110748 Block/Unit: 11 Lot: 23,R1 Single Detached Residential District,Single Family Dwelling,440,2013,None,Yes,No,Yes,Yes,No,51.3065258,-114.0480509
4855,858076,37 REUNION CX NW,405749,391200,351000,01/02/2018,Reunion,Duplex,2 Storey,1521,2017,Plan: 1612753 Block/Unit: 23 Lot: 2,R2 Low Density Residential District,Duplex,232,2017,Yes,Yes,Yes,Yes,None,No,51.3030758,-114.0433037
4856,850394,1288 REUNION PL NW,388000,374100,371000,01/10/2018,Reunion,Single Family,3 Storey,1737,2011,Plan: 1210039 Block/Unit: 17 Lot: 18,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,282,2011,Yes,Yes,Yes,Yes,Yes,No,51.3071322,-114.0447166
4857,858113,132 REUNION LP NW,337360,325300,316000,01/08/2018,Reunion,Duplex,2 Storey,1298,2017,Plan: 1612753 Block/Unit: 21 Lot: 37,R2 Low Density Residential District,Duplex,235,2017,None,Yes,Yes,Yes,None,No,51.3006297,-114.0442384
4858,846236,187 REUNION CL NW,441000,429000,431000,02/15/2018,Reunion,Single Family,2 Storey,2048,2009,Plan: 0814670 Block/Unit: 9 Lot: 4,R1 Single Detached Residential District,Single Family Dwelling,427,2009,Yes,Yes,Yes,No,None,No,51.301252,-114.046941
4859,850428,2189 REUNION SQ NW,341000,331800,335000,02/14/2018,Reunion,Single Family,2 Storey,1412,2013,Plan: 1210039 Block/Unit: 16 Lot: 21,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,311,2013,None,None,Yes,Yes,None,No,51.3072948,-114.0460178
4860,849329,19 REUNION GV NW,368000,358000,369000,02/27/2018,Reunion,Single Family,2 Storey,1584,2013,Plan: 1110748 Block/Unit: 12 Lot: 44,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,301,2013,None,Yes,Yes,Yes,Yes,No,51.3054537,-114.044198
4861,850356,199 REUNION GV NW,450000,437800,458000,02/01/2018,Reunion,Single Family,2 Storey,2116,2012,Plan: 1210039 Block/Unit: 11 Lot: 32,R1 Single Detached Residential District,Single Family Dwelling,405,2012,Yes,Yes,Yes,Yes,Yes,No,51.3071841,-114.0475602
4862,858125,156 REUNION LP NW,367723,357800,334000,02/06/2018,Reunion,Duplex,2 Storey,1521,2017,Plan: 1612753 Block/Unit: 21 Lot: 31,R2 Low Density Residential District,Duplex,233,2017,None,Yes,Yes,Yes,None,No,51.3005087,-114.044901
4863,849413,1237 REUNION RD NW,375000,364800,359000,02/06/2018,Reunion,Single Family,2 Storey,1437,2013,Plan: 1110748 Block/Unit: 18 Lot: 16,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,310,2013,None,Yes,Yes,No,Yes,No,51.3060917,-114.0430932
4864,845147,1931 REUNION BV NW,328000,319100,309000,02/28/2018,Reunion,Single Family,2 Storey,1258,2008,Plan: 0714778 Block/Unit: 7 Lot: 5,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,321,2008,None,None,Yes,Yes,Yes,No,51.3029419,-114.0382274
4865,849332,26 REUNION GV NW,360000,350200,337000,02/27/2018,Reunion,Single Family,2 Storey,1357,2011,Plan: 1110748 Block/Unit: 18 Lot: 6,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,281,2011,None,Yes,Yes,Yes,None,No,51.3030758,-114.0433037
4866,853252,174 REUNION GR NW,509000,486400,473000,03/15/2018,Reunion,Single Family,2 Storey,2267,2014,Plan: 1312737 Block/Unit: 5 Lot: 54,R1 Single Detached Residential District,Single Family Dwelling,385,2014,Yes,Yes,Yes,Yes,Yes,No,51.3067363,-114.0473335
4867,850398,1296 REUNION PL NW,387000,369800,371000,03/26/2018,Reunion,Single Family,2 Storey,1437,2013,Plan: 1210039 Block/Unit: 17 Lot: 20,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,295,2013,Yes,Yes,Yes,Yes,Yes,No,51.307293,-114.0447203
4868,844511,2036 REUNION BV NW,400000,382200,379000,03/28/2018,Reunion,Single Family,2 Storey,1496,2008,Plan: 0712317 Block/Unit: 4 Lot: 4,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,349,2008,Yes,Yes,Yes,Yes,Yes,No,51.3031729,-114.0424193
4869,846212,111 REUNION CL NW,475000,453900,469000,03/28/2018,Reunion,Single Family,2 Storey,2434,2009,Plan: 0814670 Block/Unit: 9 Lot: 11,R1 Single Detached Residential District,Single Family Dwelling,427,2009,Yes,Yes,Yes,Yes,Yes,No,51.3013247,-114.0469574
4870,858123,152 REUNION LP NW,341000,325800,318000,03/28/2018,Reunion,Duplex,2 Storey,1320,2017,Plan: 1612753 Block/Unit: 21 Lot: 32,R2 Low Density Residential District,Duplex,234,2017,None,Yes,Yes,Yes,None,No,51.3006331,-114.044788
4871,845149,1939 REUNION BV NW,370000,356000,345000,04/17/2018,Reunion,Single Family,2 Storey,1380,2008,Plan: 0714778 Block/Unit: 7 Lot: 3,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,321,2008,None,Yes,Yes,Yes,Yes,No,51.3028624,-114.03848
4872,846263,302 REUNION HE NW,440000,423400,429000,04/16/2018,Reunion,Single Family,2 Storey,2048,2009,Plan: 0814670 Block/Unit: 1 Lot: 108,R1 Single Detached Residential District,Single Family Dwelling,601,2009,None,Yes,Yes,Yes,None,No,51.3041338,-114.0470847
4873,849404,1214 REUNION RD NW,470000,452200,435000,04/19/2018,Reunion,Single Family,2 Storey,2062,2012,Plan: 1110748 Block/Unit: 13 Lot: 4,R1 Single Detached Residential District,Single Family Dwelling,395,2012,Yes,Yes,Yes,Yes,Yes,No,51.3053254,-114.0428994
4874,858114,135 REUNION LP NW,350706,335900,319000,05/23/2018,Reunion,Duplex,2 Storey,1298,2018,Plan: 1612753 Block/Unit: 23 Lot: 14,R2 Low Density Residential District,Duplex,232,2018,None,Yes,Yes,Yes,None,No,51.300629,-114.0443209
4875,858116,139 REUNION LP NW,340000,325700,327000,05/08/2018,Reunion,Duplex,2 Storey,1320,2017,Plan: 1612753 Block/Unit: 23 Lot: 15,R2 Low Density Residential District,Duplex,232,2017,Yes,Yes,Yes,Yes,None,No,51.3006296,-114.0444308
4876,858118,143 REUNION LP NW,347680,333000,315000,05/11/2018,Reunion,Duplex,2 Storey,1298,2017,Plan: 1612753 Block/Unit: 23 Lot: 16,R2 Low Density Residential District,Duplex,232,2017,None,Yes,Yes,Yes,None,No,51.3006307,-114.0445407
4877,849349,62 REUNION GV NW,330000,316100,318000,05/09/2018,Reunion,Single Family,2 Storey,1280,2011,Plan: 1110748 Block/Unit: 15 Lot: 24,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,301,2011,None,None,Yes,Yes,Yes,No,51.3058185,-114.0455648
4878,849327,15 REUNION GV NW,346000,334400,334000,06/12/2018,Reunion,Single Family,2 Storey,1357,2013,Plan: 1110748 Block/Unit: 12 Lot: 45,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,321,2013,None,Yes,Yes,Yes,Yes,No,51.3054684,-114.0439311
4879,850396,1292 REUNION PL NW,340000,328600,366000,06/15/2018,Reunion,Single Family,2 Storey,1544,2011,Plan: 1210039 Block/Unit: 17 Lot: 19,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,302,2011,None,Yes,Yes,Yes,Yes,No,51.3072342,-114.0448714
4880,858105,108 REUNION LP NW,400000,386600,363000,06/07/2018,Reunion,Duplex,2 Storey,1521,2017,Plan: 1612753 Block/Unit: 21 Lot: 43,R2 Low Density Residential District,Duplex,334,2017,Yes,Yes,Yes,Yes,None,No,51.3007515,-114.043685
4881,849335,31 REUNION GV NW,420000,406000,397000,06/08/2018,Reunion,Single Family,2 Storey,1735,2012,Plan: 1110748 Block/Unit: 12 Lot: 41,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,321,2012,None,Yes,Yes,Yes,Yes,Yes,51.3054391,-114.0444648
4882,853269,207 REUNION GR NW,680000,657300,631000,06/14/2018,Reunion,Single Family,2 Storey,2518,2014,Plan: 1312737 Block/Unit: 20 Lot: 53,R1 Single Detached Residential District,Single Family Dwelling,406,2014,None,Yes,Yes,Yes,Yes,No,51.3071798,-114.0471928
4883,846385,2379 REUNION ST NW,470000,451300,478000,07/03/2018,Reunion,Single Family,2 Storey,2297,2010,Plan: 0814670 Block/Unit: 1 Lot: 111,R1 Single Detached Residential District,Single Family Dwelling,405,2010,Yes,Yes,Yes,Yes,Yes,Yes,51.3045349,-114.0474211
4884,844575,929 REUNION GW NW,433000,415800,405000,07/09/2018,Reunion,Single Family,2 Storey,1776,2007,Plan: 0712317 Block/Unit: 2 Lot: 8,R1 Single Detached Residential District,Single Family Dwelling,405,2007,Yes,Yes,Yes,No,Yes,No,51.3010768,-114.0413456
4885,845140,1899 REUNION BV NW,410000,393700,374000,07/12/2018,Reunion,Single Family,2 Storey,1630,2008,Plan: 0714778 Block/Unit: 8 Lot: 12,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,386,2008,Yes,Yes,Yes,Yes,Yes,No,51.3032357,-114.0374165
4886,850382,1264 REUNION PL NW,355000,340900,355000,07/17/2018,Reunion,Single Family,2 Storey,1357,2013,Plan: 1210039 Block/Unit: 17 Lot: 12,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,282,2013,Yes,Yes,Yes,Yes,None,No,51.3066721,-114.0447163
4887,850433,2575 REUNION SQ NW,370000,355300,360000,07/20/2018,Reunion,Single Family,Split Level (with crawl),1013,2012,Plan: 1210039 Block/Unit: 17 Lot: 5,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,302,2012,None,Yes,Yes,Yes,Yes,No,51.3070278,-114.0441287
4888,845215,202 REUNION HT NW,395000,379300,384000,07/24/2018,Reunion,Single Family,2 Storey,1600,2008,Plan: 0714778 Block/Unit: 7 Lot: 10,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,342,2008,Yes,Yes,Yes,Yes,Yes,No,51.3024205,-114.0377824
4889,853319,322 REUNION GR NW,622500,597800,599000,07/25/2018,Reunion,Single Family,2 Storey,2440,2013,Plan: 1312737 Block/Unit: 5 Lot: 20,R1 Single Detached Residential District,Single Family Dwelling,417,2013,Yes,Yes,Yes,Yes,Yes,No,51.3070209,-114.0476542
4890,858072,21 REUNION CX NW,405000,388900,337000,07/30/2018,Reunion,Duplex,2 Storey,1521,2018,Plan: 1612753 Block/Unit: 23 Lot: 6,R2 Low Density Residential District,Duplex,232,2018,None,Yes,Yes,Yes,None,No,51.3054282,-114.044204
4891,845173,2101 REUNION BV NW,467500,453900,452000,08/03/2018,Reunion,Single Family,2 Storey,2353,2008,Plan: 0714778 Block/Unit: 1 Lot: 9,R1 Single Detached Residential District,Single Family Dwelling,389,2008,Yes,Yes,Yes,No,Yes,No,51.3027914,-114.0450562
4892,850437,2591 REUNION SQ NW,375000,364100,392000,08/08/2018,Reunion,Single Family,2 Storey,1578,2013,Plan: 1210039 Block/Unit: 17 Lot: 9,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,322,2013,Yes,Yes,Yes,Yes,Yes,No,51.3066964,-114.0441284
4893,846311,2325 REUNION RI NW,375000,364100,388000,08/10/2018,Reunion,Single Family,2 Storey,1600,2008,Plan: 0814670 Block/Unit: 6 Lot: 31,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,342,2008,Yes,Yes,Yes,Yes,Yes,No,51.3037389,-114.0452921
4894,850429,2559 REUNION SQ NW,412500,400500,392000,08/15/2018,Reunion,Single Family,2 Storey,1584,2013,Plan: 1210039 Block/Unit: 17 Lot: 1,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,322,2013,Yes,Yes,Yes,Yes,None,No,51.3073594,-114.0441296
4895,850436,2587 REUNION SQ NW,405000,393300,388000,08/15/2018,Reunion,Single Family,2 Storey,1735,2013,Plan: 1210039 Block/Unit: 17 Lot: 8,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,302,2013,None,Yes,Yes,Yes,Yes,No,51.3068309,-114.0440561
4896,846258,254 REUNION GD NW,500000,485500,464000,08/15/2018,Reunion,Single Family,2 Storey,2427,2010,Plan: 0814670 Block/Unit: 1 Lot: 77,R1 Single Detached Residential District,Single Family Dwelling,416,2010,Yes,Yes,Yes,Yes,Yes,No,51.301989,-114.0475449
4897,845170,2096 REUNION BV NW,410000,398100,392000,08/15/2018,Reunion,Single Family,Bi-Level,1243,2008,Plan: 0714778 Block/Unit: 6 Lot: 9,R1 Single Detached Residential District,Single Family Dwelling,407,2008,Yes,Yes,Yes,Yes,Yes,No,51.3033001,-114.0448465
4898,846220,136 REUNION CL NW,433000,420400,422000,08/16/2018,Reunion,Single Family,Bungalow,1236,2009,Plan: 0814670 Block/Unit: 1 Lot: 54,R1 Single Detached Residential District,Single Family Dwelling,494,2009,Yes,Yes,Yes,No,Yes,No,51.3007548,-114.0480275
4899,858126,159 REUNION LP NW,335000,325300,315000,08/20/2018,Reunion,Duplex,2 Storey,1298,2017,Plan: 1612753 Block/Unit: 23 Lot: 20,R2 Low Density Residential District,Duplex,232,2017,None,Yes,Yes,Yes,None,No,51.3006342,-114.0448979
4900,858137,192 REUNION LP NW,399000,387400,408000,08/21/2018,Reunion,Single Family,2 Storey,1769,2017,Plan: 1612753 Block/Unit: 21 Lot: 22,R1 Single Detached Residential District,Single Family Dwelling,361,2017,None,Yes,No,Yes,Yes,No,51.3002727,-114.0451861
4901,844548,213 REUNION CO NW,328500,319000,318000,08/21/2018,Reunion,Single Family,2 Storey,1413,2008,Plan: 0712317 Block/Unit: 2 Lot: 34,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,330,2008,None,Yes,Yes,Yes,None,No,51.3016881,-114.042594
4902,858103,100 REUNION LP NW,326460,317000,345000,08/22/2018,Reunion,Single Family,2 Storey,1475,2017,Plan: 1612753 Block/Unit: 21 Lot: 45,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,281,2017,None,None,No,Yes,None,No,51.3008888,-114.0436832
4903,853271,211 REUNION GR NW,637500,619000,546000,08/30/2018,Reunion,Single Family,2 Storey,2474,2013,Plan: 1312737 Block/Unit: 20 Lot: 52,R1 Single Detached Residential District,Single Family Dwelling,385,2013,None,Yes,Yes,Yes,Yes,No,51.3072168,-114.0470713
4904,849363,90 REUNION GV NW,385000,373800,397000,08/28/2018,Reunion,Single Family,2 Storey,1656,2011,Plan: 1110748 Block/Unit: 15 Lot: 17,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,301,2011,Yes,Yes,Yes,Yes,Yes,No,51.3058161,-114.0464734
4905,858127,160 REUNION LP NW,360000,349600,335000,08/27/2018,Reunion,Duplex,2 Storey,1542,2017,Plan: 1612753 Block/Unit: 21 Lot: 30,R2 Low Density Residential District,Duplex,233,2017,None,Yes,Yes,Yes,None,No,51.3002727,-114.0451861
4906,854685,1929 REUNION TC NW,560000,537800,542000,09/11/2018,Reunion,Single Family,2 Storey,2474,2014,Plan: 1411585 Block/Unit: 19 Lot: 5,R1 Single Detached Residential District,Single Family Dwelling,405,2014,Yes,Yes,Yes,Yes,Yes,No,51.3044466,-114.0393108
4907,858073,25 REUNION CX NW,385000,369700,353000,09/11/2018,Reunion,Duplex,2 Storey,1542,2018,Plan: 1612753 Block/Unit: 23 Lot: 5,R2 Low Density Residential District,Duplex,232,2018,Yes,Yes,Yes,Yes,None,No,51.3030758,-114.0433037
4908,849364,91 REUNION GV NW,349000,335100,348000,09/20/2018,Reunion,Single Family,2 Storey,1289,2012,Plan: 1110748 Block/Unit: 12 Lot: 26,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,301,2012,Yes,Yes,Yes,Yes,None,No,51.3030758,-114.0433037
4909,850358,207 REUNION GV NW,465000,446500,451000,09/25/2018,Reunion,Single Family,2 Storey,2298,2012,Plan: 1210039 Block/Unit: 11 Lot: 34,R1 Single Detached Residential District,Single Family Dwelling,388,2012,None,Yes,Yes,Yes,Yes,No,51.3071798,-114.0471928
4910,858134,180 REUNION LP NW,485000,465700,476000,09/26/2018,Reunion,Single Family,2 Storey,2151,2017,Plan: 1612753 Block/Unit: 21 Lot: 25,R1 Single Detached Residential District,Single Family Dwelling,361,2017,None,Yes,Yes,Yes,Yes,No,51.3002727,-114.0451861
4911,846316,2336 REUNION RI NW,362000,358000,363000,10/31/2018,Reunion,Single Family,2 Storey,1584,2010,Plan: 0814670 Block/Unit: 10 Lot: 17,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,342,2010,None,Yes,Yes,Yes,None,No,51.3040943,-114.0457046
4912,844539,132 REUNION CO NW,447500,442600,422000,10/18/2018,Reunion,Single Family,2 Storey,1830,2007,Plan: 0712317 Block/Unit: 2 Lot: 18,R1 Single Detached Residential District,Single Family Dwelling,1002,2007,None,Yes,Yes,No,Yes,No,51.3005769,-114.041867
4913,858135,184 REUNION LP NW,425000,420300,420000,10/23/2018,Reunion,Single Family,Bi-Level,1356,2017,Plan: 1612753 Block/Unit: 21 Lot: 24,R1 Single Detached Residential District,Single Family Dwelling,361,2017,Yes,Yes,Yes,Yes,Yes,No,51.3002727,-114.0451861
4914,846288,2280 REUNION RI NW,365000,355300,355000,11/21/2018,Reunion,Single Family,2 Storey,1357,2009,Plan: 0814670 Block/Unit: 10 Lot: 3,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,342,2009,Yes,Yes,Yes,Yes,Yes,No,51.3041058,-114.0438062
4915,844537,130 REUNION CO NW,362500,352900,357000,11/20/2018,Reunion,Single Family,2 Storey,1356,2007,Plan: 0712317 Block/Unit: 2 Lot: 17,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,326,2007,Yes,Yes,Yes,Yes,Yes,No,51.3007988,-114.041991
4916,846241,196 REUNION CL NW,418000,406900,394000,11/20/2018,Reunion,Single Family,2 Storey,1855,2008,Plan: 0814670 Block/Unit: 1 Lot: 69,R1 Single Detached Residential District,Single Family Dwelling,389,2008,None,Yes,Yes,Yes,Yes,No,51.3016435,-114.0467387
4917,853343,394 REUNION GR NW,565000,550000,551000,11/29/2018,Reunion,Single Family,2 Storey,2474,2013,Plan: 1312737 Block/Unit: 5 Lot: 2,R1 Single Detached Residential District,Single Family Dwelling,446,2013,Yes,Yes,Yes,No,Yes,No,51.3056517,-114.0457449
4918,850421,2165 REUNION SQ NW,359000,355100,390000,12/12/2018,Reunion,Single Family,2 Storey,1437,2013,Plan: 1210039 Block/Unit: 16 Lot: 15,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,282,2013,Yes,Yes,Yes,Yes,Yes,Yes,51.3068249,-114.0460141
4919,858120,147 REUNION LP NW,344958,341200,329000,12/12/2018,Reunion,Duplex,2 Storey,1320,2017,Plan: 1612753 Block/Unit: 23 Lot: 17,R2 Low Density Residential District,Duplex,232,2017,Yes,Yes,Yes,Yes,None,No,51.3006317,-114.0446506
4920,850384,1268 REUNION PL NW,348000,344200,340000,12/21/2018,Reunion,Single Family,2 Storey,1280,2013,Plan: 1210039 Block/Unit: 17 Lot: 13,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,282,2013,None,Yes,Yes,Yes,None,No,51.3067507,-114.0448235
4921,846305,2313 REUNION RI NW,379000,374800,368000,12/20/2018,Reunion,Single Family,2 Storey,1590,2010,Plan: 0814670 Block/Unit: 6 Lot: 34,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,321,2010,None,Yes,Yes,Yes,None,No,51.3037428,-114.0448752
4922,858101,92 REUNION LP NW,375000,370900,354000,12/10/2018,Reunion,Single Family,2 Storey,1551,2018,Plan: 1612753 Block/Unit: 21 Lot: 47,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,281,2018,None,None,No,Yes,None,No,51.3010281,-114.0435774
4923,853281,231 REUNION GR NW,509000,505500,520000,01/17/2019,Reunion,Single Family,2 Storey,2124,2014,Plan: 1312737 Block/Unit: 20 Lot: 47,R1 Single Detached Residential District,Single Family Dwelling,385,2014,Yes,Yes,Yes,Yes,Yes,No,51.3072247,-114.0465901
4924,854666,226 REUNION LD NW,685500,679300,595000,02/06/2019,Reunion,Single Family,2 Storey,2509,2015,Plan: 1411585 Block/Unit: 20 Lot: 5,R1 Single Detached Residential District,Single Family Dwelling,614,2015,Yes,Yes,Yes,Yes,Yes,No,51.3053189,-114.0372672
4925,853309,303 REUNION GR NW,675000,668900,595000,02/22/2019,Reunion,Single Family,2 Storey,2718,2014,Plan: 1312737 Block/Unit: 20 Lot: 36,R1 Single Detached Residential District,Single Family Dwelling,421,2014,Yes,Yes,Yes,Yes,Yes,No,51.3072247,-114.0465901
4926,858112,131 REUNION LP NW,322189,335300,321000,02/27/2019,Reunion,Duplex,2 Storey,1320,2018,Plan: 1612753 Block/Unit: 23 Lot: 13,R2 Low Density Residential District,Duplex,232,2018,None,Yes,Yes,Yes,None,No,51.3006299,-114.0442109
4927,846388,2386 REUNION ST NW,412500,414400,444000,03/01/2019,Reunion,Single Family,2 Storey,2278,2010,Plan: 0814670 Block/Unit: 11 Lot: 4,R1 Single Detached Residential District,Single Family Dwelling,453,2010,None,Yes,Yes,Yes,Yes,No,51.3050311,-114.0477348
4928,849323,7 REUNION GV NW,374000,375700,376000,03/06/2019,Reunion,Single Family,2 Storey,1656,2011,Plan: 1110748 Block/Unit: 12 Lot: 47,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,301,2011,None,Yes,Yes,Yes,Yes,No,51.3054216,-114.0436716
4929,858099,84 REUNION LP NW,368000,369700,335000,03/06/2019,Reunion,Single Family,2 Storey,1355,2018,Plan: 1612753 Block/Unit: 21 Lot: 49,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,281,2018,None,None,No,Yes,None,No,51.3011646,-114.0436056
4930,846379,2367 REUNION ST NW,380000,381700,386000,03/11/2019,Reunion,Single Family,2 Storey,1584,2009,Plan: 0814670 Block/Unit: 10 Lot: 25,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,413,2009,Yes,Yes,Yes,Yes,Yes,No,51.304576,-114.046655
4931,853329,342 REUNION GR NW,435000,436000,440000,04/15/2019,Reunion,Single Family,2 Storey,2180,2013,Plan: 1312737 Block/Unit: 5 Lot: 15,R1 Single Detached Residential District,Single Family Dwelling,419,2013,None,Yes,Yes,Yes,Yes,No,51.3070209,-114.0476542
4932,849398,176 REUNION GV NW,495000,496200,471000,04/15/2019,Reunion,Single Family,2 Storey,2297,2010,Plan: 1110748 Block/Unit: 15 Lot: 2,R1 Single Detached Residential District,Single Family Dwelling,379,2010,Yes,Yes,Yes,Yes,Yes,Yes,51.3030758,-114.0433037
4933,858122,151 REUNION LP NW,331421,332200,315000,04/16/2019,Reunion,Duplex,2 Storey,1298,2017,Plan: 1612753 Block/Unit: 23 Lot: 18,R2 Low Density Residential District,Duplex,232,2017,None,Yes,Yes,Yes,None,No,51.3006328,-114.0447605
4934,850374,2024 REUNION LI NW,385000,385900,376000,04/30/2019,Reunion,Single Family,3 Storey,1888,2013,Plan: 1210039 Block/Unit: 14 Lot: 3,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,305,2013,None,Yes,Yes,Yes,Yes,No,51.3071172,-114.0433895
4935,846214,115 REUNION CL NW,410000,401800,389000,05/07/2019,Reunion,Single Family,2 Storey,1704,2009,Plan: 0814670 Block/Unit: 9 Lot: 12,R1 Single Detached Residential District,Single Family Dwelling,484,2009,None,Yes,Yes,Yes,Yes,No,51.300882,-114.0474433
4936,853260,190 REUNION GR NW,497000,487000,525000,05/24/2019,Reunion,Single Family,2 Storey,2474,2014,Plan: 1312737 Block/Unit: 5 Lot: 50,R1 Single Detached Residential District,Single Family Dwelling,489,2014,None,Yes,Yes,Yes,Yes,No,51.3070209,-114.0476542
4937,853248,166 REUNION GR NW,465000,455700,429000,05/27/2019,Reunion,Single Family,2 Storey,2024,2014,Plan: 1312737 Block/Unit: 5 Lot: 56,R1 Single Detached Residential District,Single Family Dwelling,385,2014,None,Yes,Yes,Yes,Yes,No,51.306557,-114.0474777
4938,849337,35 REUNION GV NW,375000,376300,377000,06/03/2019,Reunion,Single Family,2 Storey,1414,2013,Plan: 1110748 Block/Unit: 12 Lot: 40,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,301,2013,Yes,Yes,Yes,Yes,Yes,No,51.3054621,-114.0446084
4939,845184,2124 REUNION BV NW,416500,417900,405000,06/05/2019,Reunion,Single Family,2 Storey,1743,2007,Plan: 0714778 Block/Unit: 6 Lot: 16,R1 Single Detached Residential District,Single Family Dwelling,390,2007,Yes,Yes,Yes,No,Yes,No,51.3032152,-114.0459583
4940,846310,2324 REUNION RI NW,360000,361200,366000,06/05/2019,Reunion,Single Family,2 Storey,1442,2008,Plan: 0814670 Block/Unit: 10 Lot: 14,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,321,2008,Yes,Yes,Yes,No,Yes,No,51.3040737,-114.0453006
4941,858121,148 REUNION LP NW,338000,339100,316000,06/20/2019,Reunion,Duplex,2 Storey,1298,2017,Plan: 1612753 Block/Unit: 21 Lot: 33,R2 Low Density Residential District,Duplex,234,2017,None,Yes,Yes,Yes,None,No,51.300632,-114.0446781
4942,849397,175 REUNION GV NW,392500,393800,396000,06/25/2019,Reunion,Single Family,Bi-Level,1242,2012,Plan: 1110748 Block/Unit: 11 Lot: 26,R1 Single Detached Residential District,Single Family Dwelling,440,2012,Yes,Yes,Yes,Yes,None,No,51.3030758,-114.0433037
